FID,sample_id,sample_date,indicator,value,unit,site,state,latitude,longitude,licence,authority,treatment,population,scale,description,location_type,GEOM
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d8e,65011,2017-11-30,Flow volume,1490.78,ML,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d8d,106343,2018-01-31,pH,8.22,pH,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d8c,106362,2018-02-28,pH,7.59,pH,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d8b,106364,2018-04-30,pH,7.65,pH,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d8a,106366,2018-06-30,pH,7.66,pH,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d89,106368,2018-02-28,pH,7.7,pH,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d88,106361,2018-01-31,pH,7.6,pH,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d87,106363,2018-03-31,pH,7.69,pH,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d86,106365,2018-05-31,pH,7.64,pH,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d85,106367,2018-01-31,pH,7.67,pH,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d84,106370,2018-04-30,pH,7.72,pH,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d83,106372,2018-06-30,pH,7.57,pH,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d82,106374,2018-02-28,pH,7.09,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d81,106376,2018-04-30,pH,7.89,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d80,106369,2018-03-31,pH,7.71,pH,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d7f,106371,2018-05-31,pH,7.58,pH,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d7e,106373,2018-01-31,pH,7.87,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d7d,106375,2018-03-31,pH,7.53,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d7c,106377,2018-05-31,pH,7.69,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d7b,106379,2018-01-31,pH,7.68,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d7a,106381,2018-03-31,pH,7.61,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d79,106383,2018-05-31,pH,7.78,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d78,106419,2018-01-31,Total Dissolved Solids,680,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d77,106378,2018-06-30,pH,7.79,pH,East Rockingham,Western Australia,-32.29,115.6509,L8960/2016/1,Water Corporation,Advanced secondary,~30000,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The East Rockingham plant serves the south-west suburbs area of Perth metropolitan. Approximately, 20 ML of treated effluent is discharged directly to the ocean daily via SDOOL existing pipeline. In the future, there is a possibility to increase the plant capacity up to 160 ML/day  and substitute the Point Peron plant.",Ocean,POINT (115.650944 -32.290009)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d76,106380,2018-02-28,pH,7.58,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d75,106382,2018-04-30,pH,7.81,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d74,106384,2018-06-30,pH,7.7,pH,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d73,106420,2018-02-28,Total Dissolved Solids,650,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d72,106421,2018-03-31,Total Dissolved Solids,610,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d71,106423,2018-05-31,Total Dissolved Solids,590,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d70,106425,2018-01-31,Total Dissolved Solids,570,mg/L,Subiaco,Western Australia,-31.9553,115.7437,L4726/1991/15,Water Corporation,Tertiary,"~300,000",64 ML/day,"Swanborne ocean outfall accommodates one wastewater treatment plant (Subiaco) which serves Central Perth metropolitan area and extends to the western suburbs. Approximately, the plant discharges 64 ML of treated effluent daily via 91 meters diffuser ocean outfalls located at 1.1 km offshore from Swanborne Beach of 11 m depth.",Ocean,POINT (115.743697 -31.955283)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d6f,106443,2018-01-31,Total Suspended Solids,10,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d6e,106422,2018-04-30,Total Dissolved Solids,610,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d6d,106424,2018-06-30,Total Dissolved Solids,660,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d6c,106444,2018-01-31,Total Suspended Solids,10,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d6b,106462,2018-02-28,Total Suspended Solids,130,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d6a,106461,2018-01-31,Total Suspended Solids,160,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d69,106463,2018-03-31,Total Suspended Solids,120,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d68,106465,2018-05-31,Total Suspended Solids,130,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d67,106467,2018-01-31,Total Suspended Solids,15,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d66,106464,2018-04-30,Total Suspended Solids,210,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d65,106466,2018-06-30,Total Suspended Solids,120,mg/L,Point Peron,Western Australia,-32.2791,115.6806,L4202/1991/10,Water Corporation,Primary,0,20 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Point Peron plant receives wastewater from the industrial areas at Peron, City of Rockingham as well as from the Jervoise Bay Groundwater Recovery Scheme. Approximately 20 ML of treated effluent is discharged daily via the 24km Sepia Depression Ocean Outlet Landfill, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680574 -32.279063)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d64,106468,2018-02-28,Total Suspended Solids,240,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-5d63,106470,2018-04-30,Total Suspended Solids,75,mg/L,Woodman Point,Western Australia,-32.2792,115.6803,L4201/1991/11,Water Corporation,Advanced secondary,"~760,000",140 ML/day,"Sepia Depression Ocean Outlet Landfill (SDOOL) accommodates three wastewater treatment plants (Point Peron, Woodman Point, and East Rockingham). The Woodman Point plant serves the south of Swan River area located in the Perth metropolitan. Approximately 140 ML of treated effluent is discharged daily via the 24km SDOOL, 4km offshore from Cape Peron into the sepia depression, a 20m deep channel running parallel to the shore.",Ocean,POINT (115.680337 -32.279165)
